5800.000000	5591.994975
5800.867245	5591.681351
5801.734490	5592.724343
5802.601734	5605.043619
5803.468979	5592.720429
5804.336224	5572.294956
5805.203469	5599.861654
5806.070714	5590.989060
5806.937959	5591.867611
5807.805203	5596.983762
5808.672448	5598.854089
5809.539693	5612.947774
5810.406938	5605.469356
5811.274183	5597.403477
5812.141428	5584.797758
5813.008672	5580.780016
5813.875917	5599.823113
5814.743162	5615.922887
5815.610407	5597.010891
5816.477652	5594.921226
5817.344897	5604.623434
5818.212141	5574.975011
5819.079386	5592.226118
5819.946631	5604.398495
5820.813876	5610.277601
5821.681121	5593.701269
5822.548366	5603.094599
5823.415610	5601.304402
5824.282855	5609.452418
5825.150100	5581.156220
5826.017345	5606.516078
5826.884590	5575.413009
5827.751835	5558.970867
5828.619079	5589.306664
5829.486324	5584.813598
5830.353569	5611.832408
5831.220814	5608.798448
5832.088059	5580.691336
5832.955304	5611.831645
5833.822548	5584.232722
5834.689793	5598.117427
5835.557038	5595.148694
5836.424283	5601.420385
5837.291528	5612.131324
5838.158773	5609.576481
5839.026017	5605.397854
5839.893262	5610.048915
5840.760507	5607.628010
5841.627752	5591.197608
5842.494997	5589.994416
5843.362241	5593.858888
5844.229486	5608.552580
5845.096731	5597.466073
5845.963976	5636.410097
5846.831221	5589.241235
5847.698466	5585.205211
5848.565710	5613.374014
5849.432955	5623.334123
5850.300200	5609.752113
5851.167445	5614.865225
5852.034690	5623.885282
5852.901935	5601.242745
5853.769179	5581.472736
5854.636424	5595.000854
5855.503669	5617.441249
5856.370914	5581.659380
5857.238159	5603.985210
5858.105404	5607.449432
5858.972648	5599.086576
5859.839893	5614.845486
5860.707138	5612.874220
5861.574383	5639.156145
5862.441628	5613.808011
5863.308873	5595.541910
5864.176117	5596.431464
5865.043362	5592.561184
5865.910607	5619.496489
5866.777852	5596.888400
5867.645097	5604.516516
5868.512342	5616.990539
5869.379586	5595.080671
5870.246831	5601.710416
5871.114076	5578.679720
5871.981321	5590.246633
5872.848566	5598.153641
5873.715811	5613.093062
5874.583055	5624.947099
5875.450300	5606.956852
5876.317545	5611.344584
5877.184790	5610.135044
5878.052035	5624.079131
5878.919280	5621.401990
5879.786524	5612.301854
5880.653769	5593.228236
5881.521014	5622.140290
5882.388259	5614.503498
5883.255504	5627.391377
5884.122748	5608.739308
5884.989993	5638.686273
5885.857238	5604.209676
5886.724483	5633.693009
5887.591728	5611.729396
5888.458973	5602.465324
5889.326217	5593.490636
5890.193462	5608.361149
5891.060707	5632.186943
5891.927952	5623.294544
5892.795197	5621.595272
5893.662442	5575.838311
5894.529686	5622.356557
5895.396931	5620.246894
5896.264176	5603.878558
5897.131421	5602.936371
5897.998666	5612.533517
5898.865911	5638.663716
5899.733155	5597.187834
5900.600400	5606.822427
5901.467645	5633.892827
5902.334890	5607.001755
5903.202135	5608.459625
5904.069380	5615.620853
5904.936624	5595.767120
5905.803869	5617.919350
5906.671114	5596.711078
5907.538359	5628.369968
5908.405604	5615.377848
5909.272849	5649.821253
5910.140093	5620.023550
5911.007338	5636.538974
5911.874583	5596.748901
5912.741828	5614.711554
5913.609073	5621.638179
5914.476318	5643.225738
5915.343562	5592.076709
5916.210807	5632.401873
5917.078052	5626.666638
5917.945297	5641.054904
5918.812542	5628.994526
5919.679787	5619.348504
5920.547031	5611.003060
5921.414276	5600.367169
5922.281521	5622.284970
5923.148766	5616.743660
5924.016011	5650.190339
5924.883256	5610.989922
5925.750500	5625.231902
5926.617745	5597.163513
5927.484990	5615.040899
5928.352235	5625.166170
5929.219480	5633.886292
5930.086724	5643.528199
5930.953969	5621.426091
5931.821214	5605.613154
5932.688459	5629.524988
5933.555704	5630.699350
5934.422949	5630.608655
5935.290193	5613.020641
5936.157438	5640.818858
5937.024683	5625.431641
5937.891928	5634.907675
5938.759173	5643.820519
5939.626418	5634.149648
5940.493662	5629.611493
5941.360907	5657.910937
5942.228152	5629.581892
5943.095397	5621.796325
5943.962642	5628.226856
5944.829887	5649.102584
5945.697131	5628.957605
5946.564376	5635.285625
5947.431621	5645.751174
5948.298866	5620.444785
5949.166111	5602.563819
5950.033356	5633.280674
5950.900600	5632.564591
5951.767845	5620.329961
5952.635090	5642.850277
5953.502335	5639.233704
5954.369580	5615.533885
5955.236825	5638.573015
5956.104069	5628.201541
5956.971314	5609.243546
5957.838559	5638.631444
5958.705804	5631.509715
